Education,Marital_Status,Income,Child_Status,Total_Spend_2_Years,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Income_Group,Web_Frequency
Bachelor,No Partner,55686.0,1 or More,982,6,3,5,Middle,Normal
Bachelor,No Partner,39062.0,1 or More,44,1,0,3,Middle,Low
Bachelor,With Partner,34600.0,1 or More,318,5,2,5,Middle,Normal
Bachelor,With Partner,40794.0,1 or More,434,6,3,5,Middle,Normal
Master,With Partner,54690.0,1 or More,198,3,1,5,Middle,Low
Bachelor,With Partner,4428.0,1 or More,359,25,0,0,Low,High
Master,With Partner,32632.0,No Child,576,4,4,8,Middle,Normal
PhD,No Partner,38236.0,1 or More,88,3,0,4,Middle,Low
Bachelor,With Partner,36781.0,1 or More,63,2,1,2,Middle,Low
Master,No Partner,31385.0,1 or More,27,1,0,2,Middle,Low
Bachelor,With Partner,24570.0,1 or More,193,4,0,4,Low,Normal
PhD,No Partner,25509.0,1 or More,101,3,0,3,Low,Low
Bachelor,With Partner,94642.0,No Child,2211,5,7,9,Upper Middle,Normal
Master,With Partner,58646.0,1 or More,140,2,1,4,Middle,Low
Bachelor,No Partner,53201.0,1 or More,415,6,3,5,Middle,Normal
Bachelor,With Partner,21994.0,1 or More,22,0,0,3,Low,
Bachelor,With Partner,57113.0,1 or More,263,4,1,5,Middle,Normal
Bachelor,With Partner,51373.0,No Child,393,3,5,3,Middle,Low
Bachelor,With Partner,23477.0,1 or More,147,3,0,4,Low,Low
Bachelor,With Partner,58116.0,1 or More,443,3,3,8,Middle,Low
PhD,No Partner,72968.0,No Child,1958,5,5,8,Upper Middle,Normal
Master,With Partner,39791.0,1 or More,174,3,1,4,Middle,Low
Master,No Partner,91712.0,No Child,2217,9,7,11,Upper Middle,High
Bachelor,No Partner,94472.0,1 or More,1691,5,5,5,Upper Middle,Normal
Bachelor,With Partner,13672.0,1 or More,25,1,0,3,Low,Low
Master,With Partner,96547.0,No Child,809,7,6,8,Upper Middle,High
Bachelor,With Partner,79205.0,No Child,895,6,5,4,Upper Middle,Normal
PhD,With Partner,56559.0,1 or More,484,4,3,8,Middle,Normal
PhD,With Partner,32644.0,1 or More,413,7,1,6,Middle,High
Master,No Partner,67506.0,1 or More,331,4,1,6,Upper Middle,Normal
Bachelor,No Partner,24206.0,1 or More,25,1,0,3,Low,Low
PhD,No Partner,28420.0,1 or More,13,1,0,2,Low,Low
Bachelor,With Partner,22979.0,1 or More,115,3,2,2,Low,Low
Bachelor,No Partner,33279.0,No Child,16,0,0,3,Middle,
Master,No Partner,46423.0,1 or More,92,2,0,4,Middle,Low
Bachelor,With Partner,30368.0,1 or More,52,2,0,3,Middle,Low
Bachelor,With Partner,63684.0,1 or More,1464,8,4,8,Middle,High
Bachelor,No Partner,41638.0,1 or More,441,5,5,3,Middle,Normal
PhD,No Partner,68805.0,1 or More,283,3,1,7,Upper Middle,Low
PhD,With Partner,65814.0,1 or More,747,8,2,10,Upper Middle,High
Bachelor,No Partner,71964.0,No Child,1870,5,6,5,Upper Middle,Normal
Bachelor,No Partner,39146.0,1 or More,165,4,0,4,Middle,Normal
Bachelor,With Partner,96876.0,No Child,1941,7,7,9,Upper Middle,High
Bachelor,With Partner,34445.0,No Child,839,11,2,8,Middle,High
Bachelor,No Partner,68281.0,No Child,1655,2,9,13,Upper Middle,Low
Master,With Partner,37284.0,1 or More,23,0,0,3,Middle,
Bachelor,With Partner,36790.0,No Child,66,2,1,2,Middle,Low
Bachelor,With Partner,27943.0,1 or More,37,2,0,3,Low,Low
Bachelor,No Partner,22263.0,1 or More,21,1,0,3,Low,Low
Bachelor,With Partner,30261.0,1 or More,22,0,0,3,Middle,
Bachelor,With Partner,28587.0,1 or More,78,2,0,4,Low,Low
Master,With Partner,43815.0,1 or More,79,2,0,3,Middle,Low
Bachelor,With Partner,48195.0,1 or More,265,4,2,5,Middle,Normal
Master,With Partner,77027.0,1 or More,1175,8,3,6,Upper Middle,High
PhD,With Partner,71322.0,1 or More,1305,8,5,13,Upper Middle,High
Master,With Partner,32765.0,1 or More,46,2,0,4,Middle,Low
Bachelor,With Partner,29672.0,1 or More,25,0,0,3,Low,
Bachelor,No Partner,23272.0,No Child,46,1,0,3,Low,Low
Master,With Partner,49912.0,1 or More,874,10,5,7,Middle,High
Master,With Partner,7500.0,1 or More,100,2,1,3,Low,Low
PhD,No Partner,68117.0,1 or More,930,11,8,4,Upper Middle,High
Bachelor,With Partner,67225.0,1 or More,868,7,2,11,Upper Middle,High
Bachelor,With Partner,17649.0,1 or More,45,3,0,3,Low,Low
Bachelor,With Partner,55914.0,1 or More,1260,11,6,8,Middle,High
Bachelor,With Partner,40059.0,1 or More,414,6,2,3,Middle,Normal
Bachelor,With Partner,60905.0,1 or More,392,3,3,7,Middle,Low
Bachelor,With Partner,75330.0,1 or More,1109,10,3,12,Upper Middle,High
Bachelor,No Partner,60689.0,1 or More,639,4,4,10,Middle,Normal
Bachelor,With Partner,38680.0,1 or More,79,2,0,3,Middle,Low
Bachelor,With Partner,61416.0,No Child,1665,10,3,10,Middle,High
Bachelor,No Partner,49767.0,No Child,692,5,4,8,Middle,Normal
Bachelor,No Partner,83273.0,1 or More,1392,4,6,9,Upper Middle,Normal
Bachelor,With Partner,29009.0,1 or More,44,2,0,3,Low,Low
Master,With Partner,45057.0,1 or More,50,2,0,3,Middle,Low
Bachelor,With Partner,37150.0,1 or More,467,4,3,6,Middle,Normal
Bachelor,No Partner,43020.0,1 or More,223,4,1,4,Middle,Normal
Bachelor,With Partner,53154.0,1 or More,158,3,1,4,Middle,Low
Bachelor,With Partner,65308.0,No Child,1211,7,8,12,Upper Middle,High
Bachelor,No Partner,76467.0,1 or More,1575,2,5,5,Upper Middle,Low
Master,With Partner,81044.0,No Child,1208,5,6,10,Upper Middle,Normal
Bachelor,With Partner,32871.0,1 or More,43,1,0,3,Middle,Low
Bachelor,No Partner,55801.0,1 or More,527,7,2,6,Middle,High
Bachelor,No Partner,76320.0,1 or More,932,6,3,4,Upper Middle,Normal
Master,No Partner,36927.0,1 or More,71,3,0,3,Middle,Low
Bachelor,With Partner,48794.0,1 or More,54,1,0,3,Middle,Low
Bachelor,No Partner,23478.0,No Child,129,3,0,3,Low,Low
Bachelor,No Partner,71128.0,1 or More,1615,2,10,12,Upper Middle,Low
PhD,No Partner,70179.0,1 or More,1034,7,3,13,Upper Middle,High
Bachelor,With Partner,59462.0,1 or More,1088,9,2,12,Middle,High
Bachelor,With Partner,38361.0,1 or More,137,3,1,3,Middle,Low
PhD,With Partner,70038.0,No Child,1244,4,4,8,Upper Middle,Normal
Bachelor,With Partner,42554.0,1 or More,41,2,0,3,Middle,Low
Bachelor,With Partner,67445.0,1 or More,1174,9,6,12,Upper Middle,High
Bachelor,No Partner,67046.0,1 or More,993,4,5,4,Upper Middle,Normal
Bachelor,With Partner,42192.0,No Child,100,2,1,3,Middle,Low
PhD,With Partner,77610.0,1 or More,1680,4,7,4,Upper Middle,Normal
Bachelor,With Partner,31761.0,1 or More,98,3,0,4,Middle,Low
Bachelor,With Partner,34350.0,1 or More,48,1,0,3,Middle,Low
Bachelor,With Partner,54591.0,1 or More,519,6,2,8,Middle,Normal
Bachelor,With Partner,71866.0,1 or More,715,6,3,10,Upper Middle,Normal
Bachelor,With Partner,25293.0,1 or More,37,1,1,2,Low,Low
PhD,No Partner,42000.0,No Child,653,5,2,11,Middle,Normal
Bachelor,With Partner,69520.0,No Child,1455,9,6,5,Upper Middle,High
Bachelor,No Partner,64713.0,1 or More,602,5,5,7,Middle,Normal
Master,With Partner,27889.0,1 or More,26,1,1,2,Low,Low
Bachelor,No Partner,22123.0,No Child,102,2,1,3,Low,Low
Bachelor,With Partner,27803.0,1 or More,176,3,0,4,Low,Low
Bachelor,With Partner,51651.0,1 or More,433,6,2,5,Middle,Normal
Bachelor,With Partner,68487.0,No Child,1366,9,7,13,Upper Middle,High
Bachelor,With Partner,56796.0,1 or More,1001,8,9,7,Middle,High
Master,With Partner,87000.0,No Child,961,4,6,7,Upper Middle,Normal
Bachelor,With Partner,79823.0,1 or More,1518,6,9,7,Upper Middle,Normal
Bachelor,No Partner,30828.0,1 or More,56,1,1,4,Middle,Low
Master,With Partner,34109.0,1 or More,22,0,0,3,Middle,
Master,No Partner,53367.0,1 or More,400,5,1,8,Middle,Normal
Bachelor,With Partner,22390.0,No Child,26,1,0,2,Low,Low
Bachelor,With Partner,71322.0,1 or More,350,4,1,7,Upper Middle,Normal
Bachelor,No Partner,79244.0,No Child,1216,4,10,7,Upper Middle,Normal
Master,With Partner,49912.0,1 or More,874,10,5,7,Middle,High
PhD,With Partner,48699.0,1 or More,40,1,0,3,Middle,Low
Bachelor,With Partner,80144.0,No Child,1367,3,7,8,Upper Middle,Low
Bachelor,No Partner,54252.0,1 or More,264,4,1,5,Middle,Normal
Master,With Partner,81929.0,1 or More,2053,4,4,10,Upper Middle,Normal
Bachelor,With Partner,76068.0,1 or More,1376,2,3,4,Upper Middle,Low
Master,With Partner,53204.0,1 or More,45,1,0,3,Middle,Low
PhD,With Partner,67911.0,1 or More,976,6,7,11,Upper Middle,Normal
Master,With Partner,14796.0,1 or More,51,1,0,3,Low,Low
PhD,With Partner,78128.0,1 or More,1264,8,4,6,Upper Middle,High
Bachelor,With Partner,14188.0,No Child,75,2,0,4,Low,Low
Bachelor,With Partner,20425.0,1 or More,57,2,0,3,Low,Low
Master,With Partner,58646.0,1 or More,140,2,1,4,Middle,Low
Bachelor,No Partner,72967.0,1 or More,497,7,2,8,Upper Middle,High
Master,With Partner,48150.0,1 or More,266,5,1,4,Middle,Normal
Bachelor,No Partner,82332.0,No Child,2006,5,3,12,Upper Middle,Normal
Bachelor,No Partner,58275.0,1 or More,615,8,2,7,Middle,High
PhD,With Partner,44953.0,No Child,1021,7,3,13,Middle,High
Bachelor,With Partner,34587.0,1 or More,22,1,0,3,Middle,Low
Master,With Partner,43018.0,1 or More,133,2,2,2,Middle,Low
Master,With Partner,45736.0,1 or More,437,7,1,6,Middle,High
Master,With Partner,66476.0,1 or More,1013,6,8,10,Upper Middle,Normal
Master,With Partner,27733.0,1 or More,57,2,0,3,Low,Low
PhD,With Partner,69805.0,1 or More,1038,6,8,11,Upper Middle,Normal
Master,No Partner,72217.0,No Child,1573,3,10,8,Upper Middle,Low
Bachelor,No Partner,25818.0,1 or More,28,0,1,2,Low,
Master,With Partner,37509.0,1 or More,123,3,0,4,Middle,Low
Master,With Partner,25176.0,1 or More,13,1,0,2,Low,Low
Bachelor,With Partner,43586.0,1 or More,132,3,0,4,Middle,Low
Master,With Partner,53230.0,1 or More,732,5,2,12,Middle,Normal
Bachelor,With Partner,50116.0,1 or More,66,1,0,4,Middle,Low
Bachelor,With Partner,84906.0,No Child,1631,5,6,12,Upper Middle,Normal
Bachelor,With Partner,61286.0,1 or More,608,7,1,8,Middle,High
PhD,With Partner,82333.0,No Child,1822,4,3,10,Upper Middle,Normal
PhD,With Partner,65220.0,No Child,1282,8,4,7,Upper Middle,High
Bachelor,With Partner,33590.0,1 or More,8,1,0,2,Middle,Low
Bachelor,No Partner,30992.0,1 or More,43,1,0,3,Middle,Low
Master,No Partner,72309.0,No Child,1931,5,6,8,Upper Middle,Normal
PhD,With Partner,156924.0,No Child,8,0,0,0,High,
Bachelor,With Partner,16005.0,1 or More,103,2,1,2,Low,Low
Master,No Partner,65487.0,No Child,1169,3,5,6,Upper Middle,Low
Bachelor,With Partner,58692.0,1 or More,395,8,2,4,Middle,High
Bachelor,No Partner,40590.0,1 or More,258,3,4,3,Middle,Low
Bachelor,No Partner,20587.0,1 or More,25,1,1,2,Low,Low
Master,No Partner,62637.0,1 or More,185,2,2,5,Middle,Low
Master,No Partner,29435.0,1 or More,180,3,2,2,Low,Low
Bachelor,No Partner,19346.0,1 or More,22,1,0,3,Low,Low
Bachelor,With Partner,35788.0,1 or More,44,2,0,3,Middle,Low
Bachelor,No Partner,36997.0,1 or More,94,2,1,4,Middle,Low
Bachelor,With Partner,23539.0,No Child,81,2,0,4,Low,Low
Bachelor,No Partner,65333.0,1 or More,798,9,4,8,Upper Middle,High
Bachelor,No Partner,78499.0,No Child,1334,11,3,4,Upper Middle,High
PhD,With Partner,29732.0,1 or More,38,2,0,2,Low,Low
Master,With Partner,41275.0,1 or More,61,3,1,3,Middle,Low
PhD,With Partner,63516.0,1 or More,300,4,1,7,Middle,Normal
PhD,With Partner,42769.0,1 or More,88,1,1,4,Middle,Low
Master,With Partner,49572.0,1 or More,54,2,0,3,Middle,Low
Bachelor,With Partner,69209.0,No Child,1782,5,3,6,Upper Middle,Normal
Bachelor,With Partner,17148.0,1 or More,68,3,1,3,Low,Low
Bachelor,No Partner,40590.0,1 or More,258,3,4,3,Middle,Low
Master,With Partner,30560.0,1 or More,31,1,0,3,Middle,Low
Master,With Partner,32146.0,1 or More,66,2,0,4,Middle,Low
Master,No Partner,41713.0,1 or More,174,3,1,4,Middle,Low
Master,With Partner,34176.0,1 or More,28,1,0,3,Middle,Low
PhD,With Partner,58482.0,1 or More,731,7,4,9,Middle,High
Bachelor,No Partner,59686.0,1 or More,274,4,1,6,Middle,Normal
PhD,With Partner,60896.0,1 or More,1701,9,10,4,Middle,High
Bachelor,With Partner,62994.0,1 or More,312,6,2,4,Middle,Normal
Bachelor,With Partner,47320.0,1 or More,414,5,1,8,Middle,Normal
Master,No Partner,74859.0,No Child,1565,6,5,11,Upper Middle,Normal
Bachelor,No Partner,15253.0,1 or More,29,1,0,3,Low,Low
PhD,No Partner,31560.0,1 or More,94,2,1,3,Middle,Low
Bachelor,No Partner,72071.0,1 or More,1338,5,4,8,Upper Middle,Normal
Master,No Partner,91172.0,No Child,1092,4,3,7,Upper Middle,Normal
Bachelor,With Partner,90000.0,No Child,1479,4,8,5,Upper Middle,Normal
Bachelor,No Partner,41967.0,1 or More,54,1,0,3,Middle,Low
Bachelor,No Partner,69263.0,1 or More,568,9,1,7,Upper Middle,High
Master,No Partner,65706.0,No Child,1199,11,3,12,Upper Middle,High
Bachelor,With Partner,60934.0,1 or More,873,6,4,11,Middle,Normal
Bachelor,With Partner,71965.0,1 or More,1213,6,3,5,Upper Middle,Normal
Bachelor,With Partner,65210.0,1 or More,731,9,3,8,Upper Middle,High
PhD,With Partner,79174.0,No Child,2043,5,6,7,Upper Middle,Normal
Master,No Partner,81380.0,No Child,1893,4,2,10,Upper Middle,Normal
PhD,No Partner,48432.0,1 or More,424,7,1,6,Middle,High
Bachelor,With Partner,52914.0,1 or More,575,7,3,3,Middle,High
Bachelor,With Partner,38946.0,1 or More,257,3,1,6,Middle,Low
Bachelor,With Partner,26067.0,1 or More,56,3,0,3,Low,Low
PhD,With Partner,44325.0,1 or More,542,8,2,7,Middle,High
Bachelor,With Partner,42523.0,No Child,125,1,1,4,Middle,Low
Bachelor,No Partner,26487.0,1 or More,69,2,1,3,Low,Low
Master,With Partner,53233.0,1 or More,40,1,0,3,Middle,Low
Bachelor,With Partner,67716.0,1 or More,1016,7,4,13,Upper Middle,High
Master,With Partner,76234.0,1 or More,907,8,3,11,Upper Middle,High
PhD,With Partner,84117.0,No Child,1566,7,10,6,Upper Middle,High
Master,With Partner,65487.0,No Child,1169,3,5,6,Upper Middle,Low
Bachelor,With Partner,25224.0,1 or More,46,1,1,3,Low,Low
Master,No Partner,89616.0,No Child,1644,7,5,12,Upper Middle,High
Bachelor,No Partner,40851.0,1 or More,59,1,1,2,Middle,Low
Bachelor,With Partner,27469.0,No Child,17,0,0,3,Low,
Master,With Partner,82347.0,No Child,1853,7,7,10,Upper Middle,High
Bachelor,With Partner,73803.0,1 or More,1528,9,5,6,Upper Middle,High
Master,No Partner,8820.0,1 or More,35,3,0,3,Low,Low
Bachelor,No Partner,43322.0,No Child,141,3,0,4,Middle,Low
Bachelor,With Partner,55593.0,1 or More,546,6,6,3,Middle,Normal
Bachelor,With Partner,50501.0,1 or More,500,5,4,4,Middle,Normal
Bachelor,With Partner,37085.0,1 or More,61,3,0,3,Middle,Low
Bachelor,No Partner,16185.0,1 or More,106,2,2,2,Low,Low
Bachelor,No Partner,57731.0,1 or More,704,8,8,6,Middle,High
PhD,No Partner,48432.0,1 or More,424,7,1,6,Middle,High
Bachelor,With Partner,73807.0,1 or More,849,5,5,11,Upper Middle,Normal
Bachelor,With Partner,18929.0,No Child,85,1,0,4,Low,Low
Bachelor,No Partner,35893.0,1 or More,199,3,1,5,Middle,Low
Bachelor,With Partner,61014.0,1 or More,1147,9,3,4,Middle,High
Bachelor,With Partner,32144.0,1 or More,54,2,1,3,Middle,Low
Bachelor,With Partner,14918.0,1 or More,43,1,0,3,Low,Low
Bachelor,No Partner,45146.0,1 or More,53,1,1,2,Middle,Low
Master,No Partner,41769.0,1 or More,521,8,1,7,Middle,High
Bachelor,With Partner,88325.0,No Child,1623,6,2,9,Upper Middle,Normal
Master,No Partner,38054.0,1 or More,45,2,0,3,Middle,Low
Master,No Partner,80617.0,No Child,1435,4,6,8,Upper Middle,Normal
Bachelor,With Partner,5305.0,1 or More,32,1,0,0,Low,Low
Bachelor,With Partner,36807.0,1 or More,16,1,0,2,Middle,Low
Bachelor,With Partner,28427.0,1 or More,52,2,0,3,Low,Low
PhD,No Partner,82032.0,No Child,1234,4,6,7,Upper Middle,Normal
Bachelor,With Partner,22775.0,1 or More,15,1,0,2,Low,Low
Master,With Partner,40101.0,1 or More,415,6,1,6,Middle,Normal
Bachelor,With Partner,58025.0,1 or More,470,3,2,10,Middle,Low
Master,No Partner,75777.0,No Child,1438,3,6,11,Upper Middle,Low
Master,With Partner,7500.0,1 or More,53,3,2,2,Low,Low
Master,With Partner,33562.0,1 or More,51,2,0,4,Middle,Low
PhD,No Partner,57642.0,1 or More,679,7,6,6,Middle,High
Bachelor,With Partner,58554.0,1 or More,586,8,2,6,Middle,High
Bachelor,With Partner,63777.0,1 or More,653,11,1,6,Middle,High
Bachelor,No Partner,57967.0,1 or More,468,4,2,8,Middle,Normal
Bachelor,With Partner,24434.0,1 or More,50,2,1,2,Low,Low
Bachelor,No Partner,11012.0,1 or More,84,3,1,2,Low,Low
Master,No Partner,44802.0,No Child,1049,9,4,12,Middle,High
Bachelor,No Partner,26816.0,No Child,22,0,0,3,Low,
Bachelor,With Partner,34421.0,1 or More,30,1,0,2,Middle,Low
Bachelor,With Partner,61223.0,1 or More,1341,9,3,4,Middle,High
PhD,With Partner,64014.0,1 or More,444,8,2,5,Middle,High
Bachelor,No Partner,56981.0,No Child,1241,2,3,13,Middle,Low
Master,With Partner,69245.0,1 or More,843,6,5,10,Upper Middle,Normal
PhD,With Partner,52869.0,1 or More,172,3,1,4,Middle,Low
